"filter_key","po_number","dc_blinkit_internal_city","wh_name","place_of_supply","po_state","item_id","units_ordered","remaining_quantity","total_amount","create_dt","appointment_ts","expiry_ts"
lucknow-10258761,"2940310044047",lucknow,LUCKNOW L5 - FEEDER WAREHOUSE,lucknow,Scheduled,"10258761",36,36,6804.0,"2026-08-13","2026-08-20","2026-08-22"
lucknow-10265740,"2940310044047",lucknow,LUCKNOW L5 - FEEDER WAREHOUSE,lucknow,Scheduled,"10265740",180,180,6804.0,"2026-08-13","2026-08-20","2026-08-22"
lucknow-10291036,"2940310044047",lucknow,LUCKNOW L5 - FEEDER WAREHOUSE,lucknow,Scheduled,"10291036",24,24,18463.2,"2026-08-13","2026-08-20","2026-08-22"
lucknow-10315543,"2940310044047",lucknow,LUCKNOW L5 - FEEDER WAREHOUSE,lucknow,Scheduled,"10315543",48,48,1560.0,"2026-08-13","2026-08-20","2026-08-22"
lucknow-10324645,"2940310044047",lucknow,LUCKNOW L5 - FEEDER WAREHOUSE,lucknow,Scheduled,"10324645",144,144,12060.0,"2026-08-13","2026-08-20","2026-08-22"
lucknow-10325396,"2940310044047",lucknow,LUCKNOW L5 - FEEDER WAREHOUSE,lucknow,Scheduled,"10325396",144,144,12060.0,"2026-08-13","2026-08-20","2026-08-22"
ludhiana-10216715,"3226810044352",ludhiana,LUDHIANA L2 - FEEDER WAREHOUSE,ludhiana,Scheduled,"10216715",216,216,5616.0,"2026-08-12","2026-08-20","2026-08-21"
ludhiana-10249577,"3226810044352",ludhiana,LUDHIANA L2 - FEEDER WAREHOUSE,ludhiana,Scheduled,"10249577",6,6,4615.8,"2026-08-12","2026-08-20","2026-08-21"
ludhiana-10258187,"3226810044352",ludhiana,LUDHIANA L2 - FEEDER WAREHOUSE,ludhiana,Scheduled,"10258187",36,36,6804.0,"2026-08-12","2026-08-20","2026-08-21"
ludhiana-10258333,"3226810044352",ludhiana,LUDHIANA L2 - FEEDER WAREHOUSE,ludhiana,Scheduled,"10258333",36,36,6804.0,"2026-08-12","2026-08-20","2026-08-21"
ludhiana-10265737,"3226810044352",ludhiana,LUDHIANA L2 - FEEDER WAREHOUSE,ludhiana,Scheduled,"10265737",36,36,6804.0,"2026-08-12","2026-08-20","2026-08-21"
ludhiana-10315543,"3226810044352",ludhiana,LUDHIANA L2 - FEEDER WAREHOUSE,ludhiana,Scheduled,"10315543",48,48,1560.0,"2026-08-12","2026-08-20","2026-08-21"
ludhiana-10176795,"3226810044769",ludhiana,LUDHIANA L2 - FEEDER WAREHOUSE,ludhiana,Scheduled,"10176795",180,180,6804.0,"2026-08-13","2026-08-20","2026-08-22"
ludhiana-10176797,"3226810044769",ludhiana,LUDHIANA L2 - FEEDER WAREHOUSE,ludhiana,Scheduled,"10176797",180,180,6804.0,"2026-08-13","2026-08-20","2026-08-22"
ludhiana-10216709,"3226810044769",ludhiana,LUDHIANA L2 - FEEDER WAREHOUSE,ludhiana,Scheduled,"10216709",72,72,1872.0,"2026-08-13","2026-08-20","2026-08-22"
ludhiana-10216715,"3226810044769",ludhiana,LUDHIANA L2 - FEEDER WAREHOUSE,ludhiana,Scheduled,"10216715",360,360,9360.0,"2026-08-13","2026-08-20","2026-08-22"
ludhiana-10216722,"3226810044769",ludhiana,LUDHIANA L2 - FEEDER WAREHOUSE,ludhiana,Scheduled,"10216722",72,72,1872.0,"2026-08-13","2026-08-20","2026-08-22"
ludhiana-10216726,"3226810044769",ludhiana,LUDHIANA L2 - FEEDER WAREHOUSE,ludhiana,Scheduled,"10216726",72,72,1872.0,"2026-08-13","2026-08-20","2026-08-22"
ludhiana-10249577,"3226810044769",ludhiana,LUDHIANA L2 - FEEDER WAREHOUSE,ludhiana,Scheduled,"10249577",6,6,4615.8,"2026-08-13","2026-08-20","2026-08-22"
ludhiana-10252336,"3226810044769",ludhiana,LUDHIANA L2 - FEEDER WAREHOUSE,ludhiana,Scheduled,"10252336",12,12,24351.6,"2026-08-13","2026-08-20","2026-08-22"
ludhiana-10258761,"3226810044769",ludhiana,LUDHIANA L2 - FEEDER WAREHOUSE,ludhiana,Scheduled,"10258761",36,36,6804.0,"2026-08-13","2026-08-20","2026-08-22"
ludhiana-10260300,"3226810044769",ludhiana,LUDHIANA L2 - FEEDER WAREHOUSE,ludhiana,Scheduled,"10260300",36,36,6804.0,"2026-08-13","2026-08-20","2026-08-22"
ludhiana-10291036,"3226810044769",ludhiana,LUDHIANA L2 - FEEDER WAREHOUSE,ludhiana,Scheduled,"10291036",24,24,18463.2,"2026-08-13","2026-08-20","2026-08-22"
ludhiana-10292367,"3226810044769",ludhiana,LUDHIANA L2 - FEEDER WAREHOUSE,ludhiana,Scheduled,"10292367",144,144,11095.2,"2026-08-13","2026-08-20","2026-08-22"
ludhiana-10315341,"3226810044769",ludhiana,LUDHIANA L2 - FEEDER WAREHOUSE,ludhiana,Scheduled,"10315341",48,48,1560.0,"2026-08-13","2026-08-20","2026-08-22"
ludhiana-10315546,"3226810044769",ludhiana,LUDHIANA L2 - FEEDER WAREHOUSE,ludhiana,Scheduled,"10315546",96,96,3120.0,"2026-08-13","2026-08-20","2026-08-22"
ludhiana-10315547,"3226810044769",ludhiana,LUDHIANA L2 - FEEDER WAREHOUSE,ludhiana,Scheduled,"10315547",144,144,4680.0,"2026-08-13","2026-08-20","2026-08-22"
ludhiana-10325396,"3226810044769",ludhiana,LUDHIANA L2 - FEEDER WAREHOUSE,ludhiana,Scheduled,"10325396",144,144,12060.0,"2026-08-13","2026-08-20","2026-08-22"
patna-10176797,"3292010040430",patna,PATNA P1 - FEEDER WAREHOUSE,patna,Scheduled,"10176797",180,180,6804.0,"2026-08-10","2026-08-18","2026-08-20"
patna-10199527,"3292010040430",patna,PATNA P1 - FEEDER WAREHOUSE,patna,Scheduled,"10199527",180,180,6804.0,"2026-08-10","2026-08-18","2026-08-20"
patna-10216715,"3292010040430",patna,PATNA P1 - FEEDER WAREHOUSE,patna,Scheduled,"10216715",144,144,3744.0,"2026-08-10","2026-08-18","2026-08-20"
patna-10216726,"3292010040430",patna,PATNA P1 - FEEDER WAREHOUSE,patna,Scheduled,"10216726",72,72,1872.0,"2026-08-10","2026-08-18","2026-08-20"
patna-10216715,"3292010040740",patna,PATNA P1 - FEEDER WAREHOUSE,patna,Scheduled,"10216715",72,72,1872.0,"2026-08-11","2026-08-19","2026-08-21"
patna-10216722,"3292010040740",patna,PATNA P1 - FEEDER WAREHOUSE,patna,Scheduled,"10216722",72,72,1872.0,"2026-08-11","2026-08-19","2026-08-21"
patna-10216726,"3292010040740",patna,PATNA P1 - FEEDER WAREHOUSE,patna,Scheduled,"10216726",72,72,1872.0,"2026-08-11","2026-08-19","2026-08-21"
patna-10258761,"3292010040740",patna,PATNA P1 - FEEDER WAREHOUSE,patna,Scheduled,"10258761",36,36,6804.0,"2026-08-11","2026-08-19","2026-08-21"
patna-10260300,"3292010040740",patna,PATNA P1 - FEEDER WAREHOUSE,patna,Scheduled,"10260300",36,36,6804.0,"2026-08-11","2026-08-19","2026-08-21"
patna-10298083,"3292010040740",patna,PATNA P1 - FEEDER WAREHOUSE,patna,Scheduled,"10298083",20,20,20986.0,"2026-08-11","2026-08-19","2026-08-21"
patna-10176795,"3292010041159",patna,PATNA P1 - FEEDER WAREHOUSE,patna,Scheduled,"10176795",180,180,6804.0,"2026-08-13","2026-08-20","2026-08-23"
patna-10216715,"3292010041159",patna,PATNA P1 - FEEDER WAREHOUSE,patna,Scheduled,"10216715",504,504,13104.0,"2026-08-13","2026-08-20","2026-08-23"
patna-10216722,"3292010041159",patna,PATNA P1 - FEEDER WAREHOUSE,patna,Scheduled,"10216722",72,72,1872.0,"2026-08-13","2026-08-20","2026-08-23"
patna-10216726,"3292010041159",patna,PATNA P1 - FEEDER WAREHOUSE,patna,Scheduled,"10216726",72,72,1872.0,"2026-08-13","2026-08-20","2026-08-23"
patna-10315546,"3292010041159",patna,PATNA P1 - FEEDER WAREHOUSE,patna,Scheduled,"10315546",144,144,4680.0,"2026-08-13","2026-08-20","2026-08-23"
goa-10176797,"41315210039472",goa,GOA G2 - FEEDER WAREHOUSE,goa,Scheduled,"10176797",180,180,6804.0,"2026-08-10","2026-08-18","2026-08-19"
goa-10216709,"41315210039472",goa,GOA G2 - FEEDER WAREHOUSE,goa,Scheduled,"10216709",72,72,1872.0,"2026-08-10","2026-08-18","2026-08-19"
goa-10216715,"41315210039472",goa,GOA G2 - FEEDER WAREHOUSE,goa,Scheduled,"10216715",72,72,1872.0,"2026-08-10","2026-08-18","2026-08-19"
goa-10216726,"41315210039472",goa,GOA G2 - FEEDER WAREHOUSE,goa,Scheduled,"10216726",72,72,1872.0,"2026-08-10","2026-08-18","2026-08-19"
goa-10291036,"41315210039472",goa,GOA G2 - FEEDER WAREHOUSE,goa,Scheduled,"10291036",24,24,18463.2,"2026-08-10","2026-08-18","2026-08-19"
goa-10315341,"41315210039472",goa,GOA G2 - FEEDER WAREHOUSE,goa,Scheduled,"10315341",48,48,1560.0,"2026-08-10","2026-08-18","2026-08-19"
goa-10252336,"41315210039674",goa,GOA G2 - FEEDER WAREHOUSE,goa,Scheduled,"10252336",12,12,24351.6,"2026-08-10","2026-08-18","2026-08-19"
goa-10176795,"41315210039886",goa,GOA G2 - FEEDER WAREHOUSE,goa,Scheduled,"10176795",180,180,6804.0,"2026-08-11","2026-08-18","2026-08-20"
goa-10216715,"41315210039886",goa,GOA G2 - FEEDER WAREHOUSE,goa,Scheduled,"10216715",72,72,1872.0,"2026-08-11","2026-08-18","2026-08-20"
goa-10216722,"41315210039886",goa,GOA G2 - FEEDER WAREHOUSE,goa,Scheduled,"10216722",72,72,1872.0,"2026-08-11","2026-08-18","2026-08-20"
goa-10216726,"41315210039886",goa,GOA G2 - FEEDER WAREHOUSE,goa,Scheduled,"10216726",72,72,1872.0,"2026-08-11","2026-08-18","2026-08-20"
goa-10216715,"41315210040107",goa,GOA G2 - FEEDER WAREHOUSE,goa,Scheduled,"10216715",72,72,1872.0,"2026-08-12","2026-08-18","2026-09-05"
goa-10216722,"41315210040107",goa,GOA G2 - FEEDER WAREHOUSE,goa,Scheduled,"10216722",72,72,1872.0,"2026-08-12","2026-08-18","2026-09-05"
goa-10216726,"41315210040107",goa,GOA G2 - FEEDER WAREHOUSE,goa,Scheduled,"10216726",72,72,1872.0,"2026-08-12","2026-08-18","2026-09-05"
goa-10265737,"41315210040107",goa,GOA G2 - FEEDER WAREHOUSE,goa,Scheduled,"10265737",36,36,6804.0,"2026-08-12","2026-08-18","2026-09-05"
goa-10265740,"41315210040107",goa,GOA G2 - FEEDER WAREHOUSE,goa,Scheduled,"10265740",180,180,6804.0,"2026-08-12","2026-08-18","2026-09-05"
goa-10291036,"41315210040107",goa,GOA G2 - FEEDER WAREHOUSE,goa,Scheduled,"10291036",24,24,18463.2,"2026-08-12","2026-08-18","2026-09-05"
goa-10292367,"41315210040107",goa,GOA G2 - FEEDER WAREHOUSE,goa,Scheduled,"10292367",144,144,11095.2,"2026-08-12","2026-08-18","2026-09-05"
goa-10315341,"41315210040107",goa,GOA G2 - FEEDER WAREHOUSE,goa,Scheduled,"10315341",96,96,3120.0,"2026-08-12","2026-08-18","2026-09-05"
goa-10176794,"41315210040395",goa,GOA G2 - FEEDER WAREHOUSE,goa,Scheduled,"10176794",180,180,6804.0,"2026-08-13","2026-08-20","2026-08-22"
goa-10176797,"41315210040395",goa,GOA G2 - FEEDER WAREHOUSE,goa,Scheduled,"10176797",180,180,6804.0,"2026-08-13","2026-08-20","2026-08-22"
goa-10216715,"41315210040395",goa,GOA G2 - FEEDER WAREHOUSE,goa,Scheduled,"10216715",72,72,1872.0,"2026-08-13","2026-08-20","2026-08-22"
goa-10216726,"41315210040395",goa,GOA G2 - FEEDER WAREHOUSE,goa,Scheduled,"10216726",72,72,1872.0,"2026-08-13","2026-08-20","2026-08-22"
goa-10249576,"41315210040426",goa,GOA G2 - FEEDER WAREHOUSE,goa,Scheduled,"10249576",12,12,24351.6,"2026-08-13","2026-08-20","2026-08-22"
goa-10252336,"41315210040426",goa,GOA G2 - FEEDER WAREHOUSE,goa,Scheduled,"10252336",12,12,24351.6,"2026-08-13","2026-08-20","2026-08-22"
rajpura-10176795,"43886010066389",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10176795",360,360,13608.0,"2026-08-05","2026-08-18","2026-08-20"
rajpura-10176797,"43886010066389",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10176797",360,360,13608.0,"2026-08-05","2026-08-18","2026-08-20"
rajpura-10216715,"43886010066389",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10216715",720,720,18720.0,"2026-08-05","2026-08-18","2026-08-20"
rajpura-10216722,"43886010066389",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10216722",360,360,9360.0,"2026-08-05","2026-08-18","2026-08-20"
rajpura-10216726,"43886010066389",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10216726",432,432,11232.0,"2026-08-05","2026-08-18","2026-08-20"
rajpura-10292367,"43886010066389",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10292367",288,288,22190.4,"2026-08-05","2026-08-18","2026-08-20"
rajpura-10315341,"43886010066389",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10315341",48,48,1560.0,"2026-08-05","2026-08-18","2026-08-20"
rajpura-10315546,"43886010066389",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10315546",144,144,4680.0,"2026-08-05","2026-08-18","2026-08-20"
rajpura-10315547,"43886010066389",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10315547",144,144,4680.0,"2026-08-05","2026-08-18","2026-08-20"
rajpura-10325396,"43886010066389",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10325396",288,288,24120.0,"2026-08-05","2026-08-18","2026-08-20"
rajpura-10249574,"43886010068367",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10249574",36,36,73054.8,"2026-08-10","2026-08-19","2026-09-10"
rajpura-10249577,"43886010068367",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10249577",18,18,13847.4,"2026-08-10","2026-08-19","2026-09-10"
rajpura-10265737,"43886010068367",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10265737",36,36,6804.0,"2026-08-10","2026-08-19","2026-09-10"
rajpura-10265740,"43886010068367",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10265740",180,180,6804.0,"2026-08-10","2026-08-19","2026-09-10"
rajpura-10176795,"43886010068445",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10176795",180,180,6804.0,"2026-08-10","2026-08-18","2026-08-19"
rajpura-10216715,"43886010068445",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10216715",360,360,9360.0,"2026-08-10","2026-08-18","2026-08-19"
rajpura-10216726,"43886010068445",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10216726",216,216,5616.0,"2026-08-10","2026-08-18","2026-08-19"
rajpura-10260300,"43886010068445",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10260300",36,36,6804.0,"2026-08-10","2026-08-18","2026-08-19"
rajpura-10315547,"43886010068445",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10315547",96,96,3120.0,"2026-08-10","2026-08-18","2026-08-19"
rajpura-10324645,"43886010068445",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10324645",288,288,24120.0,"2026-08-10","2026-08-18","2026-08-19"
rajpura-10325396,"43886010068445",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10325396",288,288,24120.0,"2026-08-10","2026-08-18","2026-08-19"
rajpura-10176795,"43886010069012",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10176795",180,180,6804.0,"2026-08-11","2026-08-19","2026-08-20"
rajpura-10176797,"43886010069012",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10176797",180,180,6804.0,"2026-08-11","2026-08-19","2026-08-20"
rajpura-10216715,"43886010069012",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10216715",432,432,11232.0,"2026-08-11","2026-08-19","2026-08-20"
rajpura-10216726,"43886010069012",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10216726",216,216,5616.0,"2026-08-11","2026-08-19","2026-08-20"
rajpura-10315546,"43886010069012",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10315546",96,96,3120.0,"2026-08-11","2026-08-19","2026-08-20"
rajpura-10315547,"43886010069012",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10315547",48,48,1560.0,"2026-08-11","2026-08-19","2026-08-20"
rajpura-10324645,"43886010069012",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10324645",144,144,12060.0,"2026-08-11","2026-08-19","2026-08-20"
rajpura-10325396,"43886010069012",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10325396",144,144,12060.0,"2026-08-11","2026-08-19","2026-08-20"
rajpura-10249574,"43886010069091",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10249574",12,12,24351.6,"2026-08-11","2026-08-23","2026-08-30"
rajpura-10249576,"43886010069091",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10249576",36,36,70534.8,"2026-08-11","2026-08-23","2026-08-30"
rajpura-10249577,"43886010069091",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10249577",24,24,18463.2,"2026-08-11","2026-08-23","2026-08-30"
rajpura-10252336,"43886010069091",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10252336",12,12,24351.6,"2026-08-11","2026-08-23","2026-08-30"
rajpura-10291036,"43886010069091",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10291036",48,48,36926.4,"2026-08-11","2026-08-23","2026-08-30"
rajpura-10176793,"43886010069381",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10176793",180,180,6804.0,"2026-08-12","2026-08-20","2026-08-21"
rajpura-10176795,"43886010069381",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10176795",180,180,6804.0,"2026-08-12","2026-08-20","2026-08-21"
rajpura-10176797,"43886010069381",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10176797",180,180,6804.0,"2026-08-12","2026-08-20","2026-08-21"
rajpura-10216715,"43886010069381",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10216715",216,216,5616.0,"2026-08-12","2026-08-20","2026-08-21"
rajpura-10216722,"43886010069381",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10216722",144,144,3744.0,"2026-08-12","2026-08-20","2026-08-21"
rajpura-10260300,"43886010069381",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10260300",36,36,6804.0,"2026-08-12","2026-08-20","2026-08-21"
rajpura-10265737,"43886010069381",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10265737",72,72,13608.0,"2026-08-12","2026-08-20","2026-08-21"
rajpura-10265740,"43886010069381",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10265740",180,180,6804.0,"2026-08-12","2026-08-20","2026-08-21"
rajpura-10292367,"43886010069381",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10292367",144,144,11095.2,"2026-08-12","2026-08-20","2026-08-21"
rajpura-10315546,"43886010069381",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10315546",48,48,1560.0,"2026-08-12","2026-08-20","2026-08-21"
rajpura-10315547,"43886010069381",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10315547",48,48,1560.0,"2026-08-12","2026-08-20","2026-08-21"
rajpura-10249577,"43886010069390",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10249577",18,18,13847.4,"2026-08-12","2026-08-23","2026-08-30"
rajpura-10252336,"43886010069390",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10252336",12,12,24351.6,"2026-08-12","2026-08-23","2026-08-30"
rajpura-10249574,"43886010069920",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10249574",12,12,24351.6,"2026-08-13","2026-08-20","2026-09-04"
rajpura-10249577,"43886010069920",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10249577",12,12,9231.6,"2026-08-13","2026-08-20","2026-09-04"
rajpura-10249578,"43886010069920",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10249578",24,24,18463.2,"2026-08-13","2026-08-20","2026-09-04"
rajpura-10252336,"43886010069920",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10252336",12,12,24351.6,"2026-08-13","2026-08-20","2026-09-04"
rajpura-10176795,"43886010069972",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10176795",540,540,20412.0,"2026-08-13","2026-08-20","2026-08-22"
rajpura-10176797,"43886010069972",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10176797",540,540,20412.0,"2026-08-13","2026-08-20","2026-08-22"
rajpura-10216709,"43886010069972",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10216709",576,576,14976.0,"2026-08-13","2026-08-20","2026-08-22"
rajpura-10216715,"43886010069972",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10216715",720,720,18720.0,"2026-08-13","2026-08-20","2026-08-22"
rajpura-10216722,"43886010069972",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10216722",288,288,7488.0,"2026-08-13","2026-08-20","2026-08-22"
rajpura-10216726,"43886010069972",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10216726",576,576,14976.0,"2026-08-13","2026-08-20","2026-08-22"
rajpura-10258187,"43886010069972",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10258187",72,72,13608.0,"2026-08-13","2026-08-20","2026-08-22"
rajpura-10265740,"43886010069972",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10265740",180,180,6804.0,"2026-08-13","2026-08-20","2026-08-22"
rajpura-10315341,"43886010069972",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10315341",48,48,1560.0,"2026-08-13","2026-08-20","2026-08-22"
rajpura-10315543,"43886010069972",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10315543",48,48,1560.0,"2026-08-13","2026-08-20","2026-08-22"
rajpura-10315546,"43886010069972",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10315546",192,192,6240.0,"2026-08-13","2026-08-20","2026-08-22"
rajpura-10315547,"43886010069972",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10315547",96,96,3120.0,"2026-08-13","2026-08-20","2026-08-22"
rajpura-10324645,"43886010069972",rajpura,RAJPURA R2 - FEEDER WAREHOUSE,rajpura,Scheduled,"10324645",144,144,12060.0,"2026-08-13","2026-08-20","2026-08-22"
pune-10176795,"43886110063916",pune,PUNE P3 - FEEDER WAREHOUSE,pune,Scheduled,"10176795",180,180,6804.0,"2026-08-04","2026-08-18","2026-08-21"
pune-10176797,"43886110063916",pune,PUNE P3 - FEEDER WAREHOUSE,pune,Scheduled,"10176797",180,180,6804.0,"2026-08-04","2026-08-18","2026-08-21"
pune-10216715,"43886110063916",pune,PUNE P3 - FEEDER WAREHOUSE,pune,Scheduled,"10216715",216,216,5616.0,"2026-08-04","2026-08-18","2026-08-21"
pune-10216722,"43886110063916",pune,PUNE P3 - FEEDER WAREHOUSE,pune,Scheduled,"10216722",72,72,1872.0,"2026-08-04","2026-08-18","2026-08-21"
pune-10216726,"43886110063916",pune,PUNE P3 - FEEDER WAREHOUSE,pune,Scheduled,"10216726",144,144,3744.0,"2026-08-04","2026-08-18","2026-08-21"
pune-10249574,"43886110063916",pune,PUNE P3 - FEEDER WAREHOUSE,pune,Scheduled,"10249574",84,84,170461.2,"2026-08-04","2026-08-18","2026-08-21"
pune-10249576,"43886110063916",pune,PUNE P3 - FEEDER WAREHOUSE,pune,Scheduled,"10249576",12,12,23511.6,"2026-08-04","2026-08-18","2026-08-21"
pune-10249577,"43886110063916",pune,PUNE P3 - FEEDER WAREHOUSE,pune,Scheduled,"10249577",24,24,18463.2,"2026-08-04","2026-08-18","2026-08-21"
pune-10249578,"43886110063916",pune,PUNE P3 - FEEDER WAREHOUSE,pune,Scheduled,"10249578",48,48,36926.4,"2026-08-04","2026-08-18","2026-08-21"
pune-10252336,"43886110063916",pune,PUNE P3 - FEEDER WAREHOUSE,pune,Scheduled,"10252336",60,60,121758.0,"2026-08-04","2026-08-18","2026-08-21"
pune-10291036,"43886110063916",pune,PUNE P3 - FEEDER WAREHOUSE,pune,Scheduled,"10291036",48,48,36926.4,"2026-08-04","2026-08-18","2026-08-21"
pune-10315341,"43886110063916",pune,PUNE P3 - FEEDER WAREHOUSE,pune,Scheduled,"10315341",96,96,3120.0,"2026-08-04","2026-08-18","2026-08-21"
pune-10315543,"43886110063916",pune,PUNE P3 - FEEDER WAREHOUSE,pune,Scheduled,"10315543",48,48,1560.0,"2026-08-04","2026-08-18","2026-08-21"
pune-10315546,"43886110063916",pune,PUNE P3 - FEEDER WAREHOUSE,pune,Scheduled,"10315546",192,192,6240.0,"2026-08-04","2026-08-18","2026-08-21"
pune-10315547,"43886110063916",pune,PUNE P3 - FEEDER WAREHOUSE,pune,Scheduled,"10315547",48,48,1560.0,"2026-08-04","2026-08-18","2026-08-21"
pune-10176795,"43886110066159",pune,PUNE P3 - FEEDER WAREHOUSE,pune,Scheduled,"10176795",180,180,6804.0,"2026-08-08","2026-08-21","2026-08-25"
pune-10176797,"43886110066159",pune,PUNE P3 - FEEDER WAREHOUSE,pune,Scheduled,"10176797",180,180,6804.0,"2026-08-08","2026-08-21","2026-08-25"
pune-10216715,"43886110066159",pune,PUNE P3 - FEEDER WAREHOUSE,pune,Scheduled,"10216715",288,288,7488.0,"2026-08-08","2026-08-21","2026-08-25"
pune-10216722,"43886110066159",pune,PUNE P3 - FEEDER WAREHOUSE,pune,Scheduled,"10216722",144,144,3744.0,"2026-08-08","2026-08-21","2026-08-25"
pune-10216726,"43886110066159",pune,PUNE P3 - FEEDER WAREHOUSE,pune,Scheduled,"10216726",216,216,5616.0,"2026-08-08","2026-08-21","2026-08-25"
pune-10249574,"43886110066159",pune,PUNE P3 - FEEDER WAREHOUSE,pune,Scheduled,"10249574",132,132,267867.6,"2026-08-08","2026-08-21","2026-08-25"
pune-10249577,"43886110066159",pune,PUNE P3 - FEEDER WAREHOUSE,pune,Scheduled,"10249577",6,6,4615.8,"2026-08-08","2026-08-21","2026-08-25"
